     14.081471	     50.142849	    408.84
     14.098544	     50.142941	    398.10
     14.102393	     50.142925	    382.19
     14.126322	     50.143105	    367.52
     14.085469	     50.142387	    407.14
     14.101141	     50.142510	    385.64
     14.128855	     50.142315	    379.05
     14.105208	     50.142048	    369.93
     14.055118	     50.141468	    423.88
     14.128173	     50.141365	    378.92
     14.099349	     50.141056	    393.42
     14.091731	     50.140591	    406.97
     14.118317	     50.140797	    385.15
     14.097190	     50.140545	    400.89
     14.141897	     50.140839	    382.95
     14.078934	     50.140179	    417.30
     14.097195	     50.140274	    401.02
     14.080824	     50.140102	    415.96
     14.099016	     50.140156	    399.53
     14.140644	     50.140469	    384.31
     14.106574	     50.140121	    371.57
     14.054454	     50.139664	    425.21
     14.130440	     50.139809	    389.45
     14.075101	     50.139336	    420.77
     14.082377	     50.139393	    416.08
     14.094061	     50.139488	    405.83
     14.097699	     50.139469	    401.89
     14.138209	     50.139641	    387.30
     14.145205	     50.139694	    382.46
     14.057972	     50.138660	    421.69
     14.081478	     50.138847	    416.94
     14.068399	     50.138607	    419.54
     14.082460	     50.138722	    417.08
     14.135214	     50.138901	    390.72
     14.054904	     50.138096	    423.75
     14.070158	     50.138084	    417.99
     14.082400	     50.138180	    416.47
     14.090731	     50.137978	    409.70
     14.079050	     50.137749	    416.53
     14.121940	     50.137814	    391.47
     14.083465	     50.137425	    415.17
     14.100325	     50.137558	    388.40
     14.112357	     50.137650	    396.75
     14.144892	     50.137714	    383.30
     14.061718	     50.136711	    419.55
     14.065076	     50.136738	    415.85
     14.121253	     50.137131	    399.36
     14.051506	     50.136539	    424.00
     14.068789	     50.136543	    412.51
     14.127833	     50.136913	    398.47
     14.084184	     50.136395	    415.69
     14.076633	     50.136112	    414.86
     14.140364	     50.136601	    387.54
     14.131062	     50.136395	    398.01
     14.108466	     50.136181	    402.22
     14.142536	     50.136391	    383.40
     14.074546	     50.135509	    415.05
     14.055662	     50.135132	    420.67
     14.127576	     50.135696	    401.01
     14.084905	     50.135277	    415.22
     14.117015	     50.135483	    402.45
     14.078122	     50.135090	    416.46
     14.090644	     50.135189	    412.58
     14.077575	     50.134411	    416.78
     14.092056	     50.134479	    413.05
     14.078208	     50.134235	    417.18
     14.121302	     50.134479	    405.22
     14.054781	     50.133686	    415.29
     14.139707	     50.134212	    385.47
     14.060102	     50.133507	    399.97
     14.127746	     50.134033	    398.82
     14.094314	     50.133507	    411.11
     14.127263	     50.133671	    399.10
     14.126075	     50.133617	    400.69
     14.104740	     50.133408	    406.25
     14.125167	     50.133518	    401.62
     14.124890	     50.133335	    401.76
     14.078723	     50.132935	    417.50
     14.111463	     50.133057	    403.94
     14.072711	     50.132664	    417.56
     14.092650	     50.132729	    413.03
     14.130495	     50.132885	    394.48
     14.146236	     50.132912	    378.66
     14.099929	     50.132515	    407.93
     14.081183	     50.132324	    417.42
     14.099580	     50.132469	    408.30
     14.132387	     50.132717	    391.75
     14.097972	     50.132412	    409.60
     14.107560	     50.132217	    406.36
     14.101760	     50.131901	    407.10
     14.132049	     50.132130	    390.31
     14.102180	     50.131859	    406.57
     14.090784	     50.131454	    414.03
     14.084350	     50.131359	    416.89
     14.117995	     50.131622	    402.97
     14.134996	     50.131615	    389.23
     14.080226	     50.131149	    418.12
     14.074561	     50.131058	    417.76
     14.071205	     50.130939	    417.11
     14.080934	     50.130749	    418.03
     14.135493	     50.131168	    388.67
     14.073320	     50.130104	    417.69
     14.076818	     50.130131	    418.18
     14.103476	     50.129936	    409.96
     14.104035	     50.129940	    409.98
     14.124329	     50.129601	    395.50
     14.118323	     50.129017	    403.57
     14.121263	     50.128948	    400.33
     14.104267	     50.128727	    411.89
     14.142041	     50.128879	    370.78
     14.092661	     50.128414	    413.77
     14.098118	     50.128365	    411.77
     14.142398	     50.128475	    370.16
     14.127716	     50.127960	    393.86
     14.113383	     50.127537	    409.03
     14.126815	     50.127552	    396.20
     14.107952	     50.126194	    415.52
     14.105929	     50.125908	    415.72
     14.125094	     50.126053	    397.80
     14.116074	     50.125805	    408.69
     14.125027	     50.125828	    397.92
     14.119782	     50.125744	    404.53
     14.104411	     50.124771	    415.66
     14.106724	     50.124565	    419.02
     14.120712	     50.124626	    402.98
     14.118615	     50.124565	    406.00
     14.103580	     50.124359	    414.27
     14.125826	     50.124214	    395.87
     14.103378	     50.123909	    415.11
     14.113473	     50.122726	    414.34
     14.112576	     50.122002	    414.70
     14.110410	     50.121941	    422.54
